Brand,Year,Model,Car/Suv,UsedOrNew,Transmission,Engine,DriveType,FuelType,FuelConsumption,Kilometres,Location,CylindersinEngine,BodyType,Doors,Seats,Price
Kia,2019.0,Sportage,SUV,USED,Automatic,2.0,Front,Unleaded,7.9,49215.0,WA,4,SUV,4,5,29999.0
Alfa,2017.0,Romeo,Hatchback,USED,Automatic,1.7,Front,Premium,6.8,52820.0,WA,4,Hatchback,5,5,28999.0
Subaru,2017.0,Outback,SUV,USED,Automatic,2.5,AWD,Premium,7.3,59359.0,WA,4,SUV,4,5,31999.0
Mazda,2012.0,3,Sedan,USED,Manual,2.0,Front,Unleaded,8.6,122362.0,WA,4,Sedan,4,5,11455.0
Kia,2017.0,Cerato,Sedan,USED,Automatic,2.0,Front,Unleaded,7.3,74736.0,WA,4,Sedan,4,5,21999.0
Holden,2012.0,Commodore,Ute / Tray,USED,Manual,3.6,Rear,Unleaded,9.8,103373.0,WA,6,Ute / Tray,2,2,21992.0
Mazda,2018.0,CX-5,SUV,USED,Automatic,2.5,AWD,Unleaded,7.5,87245.0,WA,4,SUV,4,5,29999.0
Honda,2015.0,HR-V,SUV,USED,Automatic,1.8,Front,Unleaded,6.9,98048.0,WA,4,SUV,4,5,23369.0
Hyundai,2018.0,Tucson,SUV,USED,Automatic,2.0,Front,Unleaded,7.9,55738.0,WA,4,SUV,4,5,28982.0
MG,2021.0,ZST,SUV,USED,Automatic,1.3,Front,Unleaded,7.3,7759.0,WA,3,SUV,5,5,29999.0
Holden,2016.0,Colorado,SUV,USED,Automatic,2.8,4WD,Diesel,9.4,159592.0,WA,4,SUV,4,7,26369.0
Jeep,2016.0,Grand,SUV,USED,Automatic,3.6,4WD,Premium,10.4,79287.0,WA,6,SUV,4,5,33990.0
Hyundai,2020.0,Tucson,SUV,USED,Automatic,2.0,Front,Unleaded,7.9,68835.0,WA,4,SUV,4,5,26990.0
Mitsubishi,2020.0,Outlander,SUV,USED,Automatic,2.4,Front,Unleaded,7.2,28495.0,WA,4,SUV,4,7,30990.0
Ford,2015.0,Ecosport,SUV,USED,Automatic,1.5,Front,Premium,6.5,101344.0,WA,4,SUV,4,5,13999.0
Holden,2013.0,Trax,SUV,USED,Automatic,1.8,Front,Unleaded,7.6,161900.0,WA,4,SUV,4,5,13988.0
Nissan,2010.0,Elgrand,Westside Auto Wholesale,USED,Automatic,2.0,Other,Unleaded,7.4,139702.0,WA,4,Wagon,4,5,22992.0
Holden,2017.0,Colorado,Ute / Tray,USED,Automatic,2.8,4WD,Diesel,9.0,81461.0,WA,4,Ute / Tray,4,5,34990.0
Mitsubishi,2017.0,Triton,Ute / Tray,USED,Manual,2.4,Rear,Unleaded,10.9,14950.0,WA,4,Ute / Tray,2,2,27999.0
Ford,2018.0,Endura,SUV,USED,Automatic,2.0,Front,Diesel,6.7,81500.0,WA,4,SUV,4,5,30988.0
Honda,2016.0,HR-V,SUV,USED,Automatic,1.8,Front,Unleaded,6.9,74781.0,WA,4,SUV,4,5,20990.0
Hyundai,2010.0,Santa,SUV,USED,Manual,2.2,4WD,Diesel,6.7,208901.0,WA,4,SUV,4,7,13999.0
Mitsubishi,2013.0,Pajero,SUV,USED,Automatic,3.2,4WD,Diesel,9.0,222086.0,WA,4,SUV,4,7,25990.0
Toyota,2016.0,86,Coupe,USED,Manual,2.0,Rear,Premium,7.8,66901.0,WA,4,Coupe,2,4,26877.0
Nissan,2017.0,Navara,Wangara MG Used,USED,Automatic,2.0,Other,Diesel,7.4,53134.0,WA,4,Ute / Tray,4,5,43990.0
Ford,2013.0,Ranger,Ute / Tray,USED,Automatic,3.2,4WD,Diesel,9.2,272300.0,WA,5,Ute / Tray,2,2,17990.0
Nissan,2019.0,Navara,Ute / Tray,USED,Manual,2.3,4WD,Diesel,6.5,109540.0,WA,4,Ute / Tray,4,5,39998.0
Hyundai,2011.0,Santa,SUV,USED,Automatic,2.2,4WD,Diesel,7.5,252120.0,WA,4,SUV,4,5,11990.0
Mercedes-Benz,2012.0,C200,Wagon,USED,Automatic,1.8,Rear,Premium,7.3,248527.0,WA,4,Wagon,4,5,9985.0
Mitsubishi,2019.0,Outlander,SUV,USED,Automatic,2.4,AWD,Unleaded,7.2,115918.0,WA,4,SUV,4,7,26990.0
Volvo,2004.0,V50,Wagon,USED,Automatic,2.4,Front,Unleaded,9.2,132523.0,WA,5,Wagon,4,5,9990.0
Toyota,2014.0,Hilux,Ute / Tray,USED,Automatic,3.0,4WD,Diesel,8.7,133218.0,WA,4,Ute / Tray,4,5,43990.0
Land,2008.0,Rover,SUV,USED,Automatic,2.7,4WD,Diesel,10.2,186627.0,WA,6,SUV,4,5,18990.0
Mercedes-Benz,2017.0,C220,Sedan,USED,Automatic,2.1,Rear,Diesel,4.7,91581.0,WA,4,Sedan,4,4,37888.0
Mitsubishi,2019.0,ASX,SUV,USED,Automatic,2.0,Front,Unleaded,7.6,93786.0,WA,4,SUV,4,5,22488.0
Holden,2018.0,Astra,Sedan,USED,Automatic,1.4,Front,Unleaded,6.1,33999.0,WA,4,Sedan,4,5,19988.0
Audi,2019.0,Q2,SUV,USED,Automatic,2.0,AWD,Premium,6.5,35342.0,WA,4,SUV,4,5,42369.0
Land,2015.0,Rover,SUV,USED,Automatic,2.2,AWD,Diesel,6.1,135174.0,WA,4,SUV,4,5,34999.0
Mazda,2021.0,BT-50,Ute / Tray,USED,Automatic,3.0,4WD,Diesel,8.0,38592.0,WA,4,Ute / Tray,4,5,59488.0
Jaguar,2017.0,XE,Sedan,USED,Automatic,2.0,Rear,Premium,6.3,125043.0,WA,4,Sedan,4,5,28888.0
BMW,2011.0,X3,SUV,USED,Automatic,3.0,4WD,Diesel,6.0,119565.0,WA,6,SUV,4,5,19888.0
Ford,2018.0,Ranger,Ute / Tray,USED,Automatic,3.2,4WD,Diesel,8.7,138989.0,WA,5,Ute / Tray,4,5,37990.0
Mitsubishi,2017.0,Outlander,SUV,USED,Automatic,2.4,AWD,Unleaded,7.5,89691.0,WA,4,SUV,4,7,27990.0
Mitsubishi,2021.0,ASX,SUV,USED,Automatic,2.0,Front,Unleaded,7.6,50184.0,WA,4,SUV,4,5,25290.0
Ford,2018.0,Ranger,Ute / Tray,USED,Automatic,3.2,4WD,Diesel,8.7,140644.0,WA,5,Ute / Tray,4,5,51990.0
Volkswagen,2017.0,Amarok,Ute / Tray,USED,Automatic,3.0,4WD,Diesel,7.8,117156.0,WA,6,Ute / Tray,4,5,46999.0
Volkswagen,2022.0,T-Cross,SUV,USED,Automatic,1.0,Front,Premium,5.4,14795.0,WA,3,SUV,4,5,34990.0
Toyota,2015.0,Landcruiser,SUV,USED,Automatic,3.0,4WD,Diesel,8.5,183536.0,WA,4,SUV,4,7,48990.0
Holden,2016.0,Colorado,Ute / Tray,USED,Manual,2.8,4WD,Diesel,7.9,125168.0,WA,4,Ute / Tray,4,5,29490.0
Holden,2009.0,Epica,Sedan,USED,Automatic,2.5,Front,Unleaded,9.3,202000.0,WA,6,Sedan,4,5,4999.0
Mitsubishi,2019.0,Eclipse,SUV,USED,Automatic,1.5,Front,Unleaded,7.3,46097.0,WA,4,SUV,4,5,29995.0
Holden,2016.0,Malibu,Sedan,USED,Automatic,2.4,Front,Unleaded,8.0,123333.0,WA,4,Sedan,4,5,12990.0
Hyundai,2023.0,I30,DEMO,DEMO,Manual,2.0,Front,Unleaded,7.4,11.0,WA,4,Hatchback,4,5,25990.0
Subaru,2016.0,Forester,SUV,USED,Automatic,2.5,AWD,Unleaded,8.1,87939.0,WA,4,SUV,4,5,25998.0
Kia,2021.0,Sportage,SUV,USED,Automatic,2.0,Front,Unleaded,7.9,60395.0,WA,4,SUV,4,5,29480.0
Hyundai,2021.0,I30,Hatchback,USED,Automatic,1.6,Front,Unleaded,7.1,22030.0,WA,4,Hatchback,4,5,35984.0
Hyundai,2018.0,Kona,SUV,USED,Automatic,1.6,AWD,Unleaded,6.7,43000.0,WA,4,SUV,4,5,24999.0
Mazda,2021.0,CX-5,SUV,USED,Automatic,2.2,AWD,Diesel,6.0,29860.0,WA,4,SUV,4,5,39978.0
Ford,2018.0,Ranger,Ute / Tray,USED,Automatic,3.2,4WD,Diesel,8.9,115822.0,WA,5,Ute / Tray,4,5,49900.0
Mitsubishi,2009.0,Lancer,Sedan,USED,Manual,2.0,Front,Unleaded,7.7,232399.0,WA,4,Sedan,4,5,5990.0
Toyota,2015.0,Landcruiser,SUV,USED,Automatic,3.0,4WD,Diesel,8.5,119984.0,WA,4,SUV,4,7,48888.0
Mazda,2015.0,BT-50,Ute / Tray,USED,Manual,2.2,Rear,Diesel,7.6,180340.0,WA,4,Ute / Tray,2,3,14999.0
Holden,2015.0,Captiva,SUV,USED,Automatic,2.4,Front,Unleaded,9.0,90737.0,WA,4,SUV,4,7,15990.0
Honda,2015.0,Accord,Sedan,USED,Automatic,2.0,Front,Hybrid,4.6,90800.0,WA,4,Sedan,4,5,27990.0
Mazda,2022.0,CX-30,SUV,USED,Automatic,2.0,Front,Unleaded,6.5,3766.0,WA,4,SUV,4,5,36990.0
Audi,2018.0,A5,Hatchback,USED,Automatic,2.0,AWD,Premium,6.5,78864.0,WA,4,Hatchback,5,4,44991.0
Mitsubishi,2015.0,Triton,Ute / Tray,USED,Manual,2.4,Rear,Unleaded,10.9,251548.0,WA,4,Ute / Tray,2,2,10990.0
Land,2012.0,Rover,SUV,USED,Automatic,3.0,4WD,Diesel,9.2,159768.0,WA,6,SUV,4,5,39990.0
Hyundai,2019.0,I30,Hatchback,USED,Automatic,2.0,Front,Unleaded,7.4,70764.0,WA,4,Hatchback,4,5,19990.0
Holden,2008.0,Rodeo,Easy Wholesale,USED,Manual,2.0,Other,Diesel,7.4,266342.0,WA,4,Ute / Tray,4,5,14999.0
Ford,2014.0,Ranger,Ute / Tray,USED,Automatic,3.2,4WD,Diesel,9.2,213031.0,WA,5,Ute / Tray,4,5,26990.0
Daihatsu,2022.0,Hijet,Westside Auto Wholesale,USED,Manual,2.0,Other,Unleaded,7.4,29.0,WA,4,Ute / Tray,4,5,28988.0
Suzuki,2021.0,Baleno,Hatchback,USED,Automatic,1.4,Front,Unleaded,5.4,40262.0,WA,4,Hatchback,4,5,19998.0
Kia,2020.0,Cerato,Hatchback,USED,Automatic,2.0,Front,Unleaded,7.4,60153.0,WA,4,Hatchback,5,5,21997.0
Mitsubishi,2016.0,Triton,Ute / Tray,USED,Automatic,2.4,4WD,Diesel,7.6,129084.0,WA,4,Ute / Tray,4,5,31987.0
Mitsubishi,2016.0,Pajero,SUV,USED,Automatic,3.2,4WD,Diesel,9.0,152000.0,WA,4,SUV,4,7,38980.0
Hyundai,2020.0,I30,Hatchback,USED,Automatic,2.0,Front,Unleaded,7.4,60300.0,WA,4,Hatchback,4,5,23999.0
Holden,2012.0,UTE,Westside Auto Wholesale,USED,Manual,2.0,Rear,Unleaded,7.4,90098.0,WA,4,Ute / Tray,4,5,29490.0
Toyota,2023.0,RAV4,SUV,USED,Automatic,2.5,Front,Hybrid,4.8,100.0,WA,4,SUV,5,5,67888.0
Renault,2018.0,Koleos,SUV,USED,Automatic,2.5,Front,Premium,8.1,54468.0,WA,4,SUV,4,5,24999.0
Nissan,2017.0,Navara,Ute / Tray,USED,Manual,2.3,4WD,Diesel,6.6,68725.0,WA,4,Ute / Tray,4,5,32980.0
Toyota,2017.0,C-HR,SUV,USED,Automatic,1.2,AWD,Premium,5.6,63052.0,WA,4,SUV,4,5,34990.0
Isuzu,2019.0,D-MAX,Ute / Tray,USED,Automatic,3.0,4WD,Diesel,7.9,107108.0,WA,4,Ute / Tray,4,5,44990.0
Jeep,2022.0,Compass,SUV,USED,Automatic,2.4,4WD,Unleaded,7.9,12818.0,WA,4,SUV,4,5,45990.0
Mitsubishi,2019.0,Triton,Ute / Tray,USED,Automatic,2.4,4WD,Diesel,7.6,39613.0,WA,4,Ute / Tray,4,5,45999.0
Mazda,2018.0,CX-5,SUV,USED,Automatic,2.0,Front,Unleaded,6.9,95756.0,WA,4,SUV,4,5,31990.0
Toyota,2020.0,RAV4,SUV,USED,Automatic,2.5,Front,Hybrid,4.7,17105.0,WA,4,SUV,5,5,54350.0
Nissan,2022.0,Navara,Ute / Tray,USED,Automatic,2.3,4WD,Diesel,7.9,22.0,WA,4,Ute / Tray,4,5,52999.0
Toyota,2017.0,Landcruiser,SUV,USED,Automatic,2.8,4WD,Diesel,8.0,77086.0,WA,4,SUV,4,7,62984.0
Mitsubishi,2011.0,Outlander,SUV,USED,Manual,2.4,Front,Unleaded,9.5,236856.0,WA,4,SUV,4,5,9999.0
Nissan,2016.0,Navara,Ute / Tray,USED,Automatic,2.3,4WD,Diesel,7.1,183044.0,WA,4,Ute / Tray,4,5,29789.0
Hyundai,2012.0,Veloster,Hatchback,USED,Manual,1.6,Front,Unleaded,6.4,144100.0,WA,4,Hatchback,3,4,13750.0
Isuzu,2019.0,MU-X,SUV,USED,Automatic,3.0,4WD,Diesel,7.9,83162.0,WA,4,SUV,4,7,52988.0
Toyota,2022.0,Fortuner,SUV,USED,Automatic,2.8,4WD,Diesel,7.6,5637.0,WA,4,SUV,4,7,65888.0
Toyota,2019.0,Fortuner,SUV,USED,Automatic,2.8,AWD,Diesel,8.6,78664.0,WA,4,SUV,4,7,55988.0
Kia,2020.0,Stinger,Sedan,USED,Automatic,3.3,Rear,Unleaded,10.2,25006.0,WA,6,Sedan,4,5,56990.0
Hyundai,2021.0,Palisade,SUV,USED,Automatic,2.2,AWD,Diesel,7.3,63616.0,WA,4,SUV,4,8,56980.0
Holden,2015.0,Cruze,Hatchback,USED,Automatic,1.8,Front,Unleaded,7.4,169752.0,WA,4,Hatchback,5,5,10888.0
Mitsubishi,2018.0,Outlander,SUV,USED,Automatic,2.4,AWD,Unleaded,7.2,76261.0,WA,4,SUV,4,7,27999.0
Mercedes-Benz,2019.0,C300,Coupe,USED,Automatic,2.0,Rear,Unleaded,7.0,30855.0,WA,4,Coupe,2,4,69988.0
Suzuki,2010.0,Grand,SUV,USED,Automatic,2.4,4WD,Unleaded,9.9,161744.0,WA,4,SUV,4,5,13999.0
Peugeot,2018.0,3008,SUV,USED,Automatic,1.6,Front,Premium,7.3,45569.0,WA,4,SUV,4,5,33988.0
Volvo,2003.0,V40,Wagon,USED,Automatic,1.9,Front,Unleaded,9.6,186493.0,WA,4,Wagon,4,5,5999.0
Ford,2012.0,Ranger,Ute / Tray,USED,Automatic,3.2,Rear,Diesel,8.9,235654.0,WA,5,Ute / Tray,4,5,17999.0
Lexus,2022.0,UX200,Lexus of Perth New,DEMO,Automatic,2.0,Front,Unleaded,5.8,5122.0,WA,4,SUV,4,5,59999.0
Holden,2016.0,Trax,SUV,USED,Automatic,1.8,Front,Unleaded,7.6,110359.0,WA,4,SUV,4,5,14998.0
Ford,2018.0,Ranger,Ute / Tray,USED,Automatic,3.2,4WD,Diesel,8.7,101066.0,WA,5,Ute / Tray,4,5,46888.0
Hyundai,2017.0,Genesis,Sedan,USED,Automatic,3.8,Rear,Unleaded,11.2,170173.0,WA,6,Sedan,4,5,19999.0
Volkswagen,2023.0,Tiguan,Melville Volkswagen,DEMO,Automatic,1.4,Front,Premium,7.7,850.0,WA,4,SUV,4,7,52888.0
Kia,2020.0,Sportage,SUV,USED,Automatic,2.0,AWD,Diesel,6.4,66711.0,WA,4,SUV,4,5,30990.0
Mazda,2015.0,6,Sedan,USED,Automatic,2.2,Front,Diesel,5.4,98000.0,WA,4,Sedan,4,5,21999.0
Jeep,2020.0,Grand,SUV,USED,Automatic,3.0,4WD,Diesel,7.0,90714.0,WA,6,SUV,4,5,54998.0
Nissan,2012.0,Patrol,SUV,USED,Manual,3.0,4WD,Diesel,10.9,242525.0,WA,4,SUV,4,7,27990.0
Nissan,2012.0,X-Trail,SUV,USED,Automatic,2.0,Front,Unleaded,8.4,185509.0,WA,4,SUV,4,5,13990.0
Toyota,2012.0,Hilux,Ute / Tray,USED,Automatic,3.0,4WD,Diesel,9.3,174859.0,WA,4,Ute / Tray,4,5,34990.0
Holden,2009.0,Commodore,Sedan,USED,Automatic,3.6,Rear,Unleaded,11.0,196453.0,WA,6,Sedan,4,5,10990.0
Toyota,2021.0,C-HR,SUV,USED,Automatic,1.8,Front,Hybrid,4.3,23324.0,WA,4,SUV,4,5,44880.0
Mazda,2018.0,CX-3,SUV,USED,Automatic,2.0,Front,Unleaded,6.1,198886.0,WA,4,SUV,4,5,17999.0
Jeep,2019.0,Wrangler,SUV,USED,Automatic,3.6,4WD,Unleaded,9.6,49602.0,WA,6,SUV,2,4,43998.0
Volkswagen,2017.0,Tiguan,SUV,USED,Automatic,2.0,AWD,Premium,8.1,92526.0,WA,4,SUV,4,5,32990.0
Hyundai,2020.0,I30,Hatchback,USED,Automatic,2.0,Front,Unleaded,7.4,56405.0,WA,4,Hatchback,4,5,23999.0
Nissan,2006.0,Navara,Ute / Tray,USED,Manual,3.0,4WD,Diesel,9.6,230114.0,WA,4,Ute / Tray,4,5,12990.0
Mazda,2020.0,3,Sedan,USED,Automatic,2.5,Front,Unleaded,6.5,52000.0,WA,4,Sedan,4,5,31999.0
Holden,2016.0,Commodore,Sedan,USED,Automatic,3.6,Rear,Unleaded,9.5,102917.0,WA,6,Sedan,4,5,27870.0
Ford,2014.0,Ecosport,SUV,USED,Manual,1.0,Front,Premium,5.7,84902.0,WA,3,SUV,4,5,11990.0
Holden,2016.0,Cruze,Sedan,USED,Automatic,1.8,Front,Unleaded,7.4,98778.0,WA,4,Sedan,4,5,13990.0
Kia,2014.0,Optima,Sedan,USED,Automatic,2.4,Front,Unleaded,7.9,121371.0,WA,4,Sedan,4,5,14990.0
Mitsubishi,2009.0,Triton,Ute / Tray,USED,Manual,2.5,4WD,Diesel,9.1,283598.0,WA,4,Ute / Tray,4,5,13990.0
Mitsubishi,2020.0,Triton,Ute / Tray,USED,Automatic,2.4,4WD,Diesel,8.6,89201.0,WA,4,Ute / Tray,2,4,39800.0
Mitsubishi,2014.0,Pajero,SUV,USED,Automatic,3.2,4WD,Diesel,9.0,190184.0,WA,4,SUV,4,7,29870.0
Ford,2020.0,Ranger,Ute / Tray,USED,Manual,3.2,4WD,Diesel,8.4,71920.0,WA,5,Ute / Tray,4,5,52800.0
Holden,2017.0,Astra,Hatchback,USED,Automatic,1.4,Front,Premium,5.8,80973.0,WA,4,Hatchback,5,5,18985.0
Mitsubishi,2015.0,Outlander,SUV,USED,Automatic,2.0,Front,Unleaded,6.6,134215.0,WA,4,SUV,4,5,18994.0
Kia,2008.0,RIO,Easy Wholesale,USED,Manual,2.0,Front,Unleaded,7.4,168737.0,WA,4,Hatchback,4,5,7200.0
Nissan,2013.0,Pulsar,Sedan,USED,Automatic,1.8,Front,Unleaded,6.7,125859.0,WA,4,Sedan,4,5,12989.0
Isuzu,2023.0,D-MAX,Ute / Tray,USED,Automatic,3.0,4WD,Diesel,8.0,4941.0,WA,4,Ute / Tray,4,5,55999.0
Toyota,2022.0,Corolla,Hatchback,USED,Automatic,2.0,Front,Unleaded,6.0,25252.0,WA,4,Hatchback,5,5,29990.0
Mazda,2022.0,CX-8,SUV,USED,Automatic,2.5,Front,Unleaded,8.1,26808.0,WA,4,SUV,4,7,44870.0
Toyota,2010.0,Corolla,Easy Wholesale,USED,Automatic,2.0,Front,Unleaded,7.4,236180.0,WA,4,Hatchback,4,5,11999.0
Mazda,2022.0,CX-9,SUV,USED,Automatic,2.5,Front,Unleaded,8.4,11137.0,WA,4,SUV,4,7,57870.0
Mazda,2021.0,CX-8,SUV,USED,Automatic,2.2,Front,Diesel,5.9,25436.0,WA,4,SUV,4,7,55870.0
Jeep,2013.0,Grand,SUV,USED,Automatic,3.6,AWD,Premium,11.0,195024.0,WA,6,SUV,4,5,23750.0
Toyota,2017.0,Hiace,Commercial,USED,Automatic,2.7,Rear,Unleaded,9.8,201511.0,WA,4,Commercial,4,2,26990.0
Subaru,2014.0,Forester,SUV,USED,Automatic,2.5,AWD,Unleaded,8.1,163091.0,WA,4,SUV,4,5,19870.0
Nissan,2015.0,Pathfinder,SUV,USED,Automatic,3.5,4WD,Premium,10.2,113523.0,WA,6,SUV,4,7,22888.0
Kia,2017.0,Sportage,SUV,USED,Automatic,2.4,AWD,Unleaded,8.5,59500.0,WA,4,SUV,4,5,32999.0
Subaru,2019.0,XV,SUV,USED,Automatic,2.0,AWD,Unleaded,7.1,68964.0,WA,4,SUV,4,5,29995.0
Hyundai,2019.0,Tucson,SUV,USED,Automatic,1.6,AWD,Unleaded,7.7,37109.0,WA,4,SUV,4,5,38999.0
Holden,2017.0,Equinox,SUV,USED,Automatic,2.0,Front,Premium,8.2,89693.0,WA,4,SUV,4,5,22987.0
Kia,2021.0,Carnival,Wagon,USED,Automatic,3.5,Front,Unleaded,9.6,31687.0,WA,6,Wagon,4,8,44999.0
Nissan,2014.0,Navara,Ute / Tray,USED,Manual,2.5,4WD,Diesel,9.2,139400.0,WA,4,Ute / Tray,4,5,17990.0
Mini,2014.0,Cooper,Easy Wholesale,USED,Automatic,2.0,Front,Unleaded,7.4,92400.0,WA,4,Hatchback,4,5,18999.0
Ford,2016.0,Ecosport,SUV,USED,Automatic,1.5,Front,Premium,6.5,112220.0,WA,4,SUV,4,5,16990.0
Nissan,2016.0,Qashqai,SUV,USED,Automatic,2.0,Front,Unleaded,6.9,74194.0,WA,4,SUV,4,5,21990.0
Hyundai,2010.0,I30,Hatchback,USED,Manual,1.6,Front,Diesel,4.7,229732.0,WA,4,Hatchback,5,5,8488.0
Mazda,2018.0,CX-3,SUV,USED,Automatic,2.0,AWD,Unleaded,6.7,97094.0,WA,4,SUV,4,5,23990.0
Isuzu,2022.0,D-MAX,Ute / Tray,USED,Automatic,3.0,4WD,Diesel,7.7,11550.0,WA,4,Ute / Tray,4,5,69988.0
Nissan,2011.0,Dualis,SUV,USED,Automatic,2.0,Front,Unleaded,8.2,149632.0,WA,4,SUV,4,5,13990.0
Toyota,2015.0,Hilux,Ute / Tray,USED,Automatic,3.0,4WD,Diesel,8.7,152298.0,WA,4,Ute / Tray,4,5,38990.0
Mitsubishi,2013.0,Outlander,SUV,USED,Automatic,2.3,AWD,Diesel,5.8,121114.0,WA,4,SUV,4,7,19488.0
Nissan,2013.0,Pathfinder,SUV,USED,Automatic,2.5,4WD,Diesel,9.0,101472.0,WA,4,SUV,4,7,24988.0
Volkswagen,2019.0,Amarok,Ute / Tray,USED,Automatic,3.0,4WD,Diesel,8.9,103997.0,WA,6,Ute / Tray,4,5,51888.0
LDV,2020.0,T60,Ute / Tray,USED,Manual,2.8,4WD,Diesel,8.8,27529.0,WA,4,Ute / Tray,4,5,28988.0
Isuzu,2016.0,D-MAX,Ute / Tray,USED,Manual,3.0,4WD,Diesel,8.3,165110.0,WA,4,Ute / Tray,4,5,40990.0
Mitsubishi,2014.0,Lancer,Sedan,USED,Automatic,2.0,AWD,Premium,10.1,84393.0,WA,4,Sedan,4,5,42988.0
Toyota,2016.0,Yaris,Hatchback,USED,Manual,1.3,Front,Unleaded,5.7,37413.0,WA,4,Hatchback,5,5,17988.0
Ford,2015.0,Transit,Commercial,USED,Manual,2.2,Front,Diesel,7.3,111033.0,WA,4,Commercial,3,2,31988.0
Toyota,2015.0,Hilux,Ute / Tray,USED,Automatic,2.8,4WD,Diesel,8.5,107084.0,WA,4,Ute / Tray,4,5,50990.0
Toyota,2021.0,RAV4,SUV,USED,Automatic,2.5,AWD,Hybrid,4.8,13591.0,WA,4,SUV,5,5,54990.0
Mazda,2015.0,2,Hatchback,USED,Automatic,1.5,Front,Unleaded,5.5,193198.0,WA,4,Hatchback,5,5,12990.0
Mitsubishi,2016.0,Triton,Ute / Tray,USED,Automatic,2.4,4WD,Diesel,7.6,126922.0,WA,4,Ute / Tray,4,5,33990.0
Hyundai,2014.0,Veloster,Hatchback,USED,Manual,1.6,Front,Unleaded,6.4,137551.0,WA,4,Hatchback,3,4,15985.0
Subaru,2007.0,Outback,SUV,USED,Automatic,2.5,AWD,Unleaded,9.1,273034.0,WA,4,SUV,4,5,4990.0
Mitsubishi,2019.0,Pajero,SUV,USED,Automatic,3.2,4WD,Diesel,9.0,73139.0,WA,4,SUV,4,7,45888.0
Ford,2013.0,Territory,SUV,USED,Automatic,2.7,Rear,Diesel,8.2,160155.0,WA,6,SUV,4,7,14985.0
Toyota,2009.0,Avensis,Wagon,USED,Automatic,2.4,Front,Unleaded,9.2,149154.0,WA,4,Wagon,4,7,11998.0
Mitsubishi,2018.0,Outlander,SUV,USED,Automatic,2.4,Front,Unleaded,6.8,93698.0,WA,4,SUV,4,5,22000.0
Volkswagen,2017.0,Golf,Hatchback,USED,Automatic,1.4,Front,Premium,5.4,114054.0,WA,4,Hatchback,5,5,23982.0
Volkswagen,2005.0,Golf,Hatchback,USED,Manual,2.0,Front,Premium,8.1,241792.0,WA,4,Hatchback,5,5,7990.0
Ford,2016.0,Everest,SUV,USED,Automatic,3.2,Rear,Diesel,8.5,97013.0,WA,5,SUV,4,7,34991.0
Mitsubishi,2017.0,Eclipse,SUV,USED,Automatic,1.5,Front,Unleaded,7.3,233608.0,WA,4,SUV,4,5,18888.0
MG,2020.0,MG3,Hatchback,USED,Automatic,1.5,Front,Premium,6.7,35300.0,WA,4,Hatchback,5,5,19999.0
Toyota,2021.0,Camry,Sedan,USED,Automatic,2.5,Front,Hybrid,4.5,53920.0,WA,4,Sedan,4,5,38990.0
Holden,2016.0,Captiva,SUV,USED,Automatic,2.4,Front,Unleaded,8.8,128001.0,WA,4,SUV,4,5,12990.0
Ford,2016.0,Ranger,Ute / Tray,USED,Automatic,2.2,4WD,Diesel,8.1,99839.0,WA,4,Ute / Tray,4,5,30999.0
Suzuki,2021.0,Baleno,Hatchback,USED,Automatic,1.4,Front,Unleaded,5.4,42507.0,WA,4,Hatchback,4,5,18990.0
Mitsubishi,2019.0,Triton,Ute / Tray,USED,Automatic,2.4,4WD,Diesel,8.6,115010.0,WA,4,Ute / Tray,4,5,39970.0
Toyota,2018.0,Landcruiser,SUV,USED,Manual,2.8,4WD,Diesel,7.9,117922.0,WA,4,SUV,4,7,59990.0
Nissan,2020.0,X-Trail,SUV,USED,Automatic,2.5,Front,Unleaded,7.9,54776.0,WA,4,SUV,4,5,31990.0
Ssangyong,2020.0,Musso,Ute / Tray,USED,Automatic,2.2,4WD,Diesel,8.6,70561.0,WA,4,Ute / Tray,4,5,34777.0
Holden,2013.0,Commodore,Sedan,USED,Automatic,3.6,Rear,Unleaded,9.5,92095.0,WA,6,Sedan,4,5,21998.0
Toyota,2017.0,Landcruiser,SUV,USED,Automatic,2.8,4WD,Diesel,8.0,188940.0,WA,4,SUV,4,7,48990.0
Toyota,2015.0,RAV4,SUV,USED,Automatic,2.0,Front,Unleaded,7.4,82159.0,WA,4,SUV,4,5,23888.0
Toyota,2019.0,Hilux,Ute / Tray,USED,Manual,2.8,4WD,Diesel,8.1,112184.0,WA,4,Ute / Tray,2,2,54990.0
Suzuki,2015.0,Swift,Hatchback,USED,Automatic,1.4,Front,Unleaded,6.2,93770.0,WA,4,Hatchback,5,5,14999.0
Peugeot,2010.0,207,Hatchback,USED,Automatic,1.6,Front,Unleaded,7.0,146303.0,WA,4,Hatchback,5,5,7888.0
Toyota,2012.0,RAV4,SUV,USED,Automatic,2.4,Front,Unleaded,9.6,217255.0,WA,4,SUV,4,5,15990.0
Nissan,2015.0,370Z,Coupe,USED,Automatic,3.7,Rear,Premium,10.4,55123.0,WA,6,Coupe,2,2,37999.0
Chrysler,2012.0,300,Sedan,USED,Automatic,3.0,Rear,Diesel,7.1,175774.0,WA,6,Sedan,4,5,19998.0
Lexus,2009.0,RX350,SUV,USED,Automatic,3.5,4WD,Premium,10.8,260000.0,WA,6,SUV,4,5,13990.0
